Record_ID,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
1976,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,26,23838
1977,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,26,31622
1978,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,5.67,26,49553
1979,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,5.75,26,49553
1980,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,26,49553
1981,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,26,49553
1982,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,26,49553
1983,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,26,49553
1984,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,26,49553
1985,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.08,26,49553
1986,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,10.08,26,49553
1987,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.33,26,49553
1988,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,26,49553
1989,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,26,49553
1990,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,26,49553
1991,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.75,26,49553
1992,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,26,49553
1993,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,26,49553
1994,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,14.92,26,49553
1995,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,26,49553
1996,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,26,49553
1997,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16,26,49553
1998,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,26,49553
1999,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,17.17,26,49553
2000,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,26,49553
2001,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,26,49553
2002,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,26,49553
2003,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,25,26,49553
2004,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27,26,49553
2005,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,8.75,26,51057
2006,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,26,56273
2007,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,26,56273
2008,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,26,56273
2009,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,8.33,26,57393
2010,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.17,26,57393
2011,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,22,26,57393
2012,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.67,26,61873
2013,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,26,61873
2014,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,13.08,26,61873
2015,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,26,61873
2016,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.92,26,61873
2017,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,17.92,26,61873
2018,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,26,61873
2019,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.83,26,63979
2020,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.33,26,64113
2021,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,26,64113
2022,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,26,64113
2023,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,26,64113
2024,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.08,26,64113
2025,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.33,26,64113
2026,Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Business,16.58,26,64113
2027,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.25,26,69713
2028,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,26,69713
2029,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,6.92,26,69825
2030,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.75,26,69825
2031,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Business,10.83,26,78897
2032,Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,26,78897
2033,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.5,26,80566
2034,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10,26,80566
2035,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.08,26,80566
2036,Air_India,AI-569,Chennai,Early_Morning,zero,Morning,Mumbai,Business,1.75,27,23424
2037,Air_India,AI-672,Chennai,Afternoon,zero,Evening,Mumbai,Business,2.17,27,23424
2038,Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,27,23838
2039,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Business,2,27,23838
2040,Vistara,UK-826,Chennai,Afternoon,zero,Afternoon,Mumbai,Business,2,27,23838
2041,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,27,23838
2042,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,27,31622
2043,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,5.75,27,49553
2044,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,27,49553
2045,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,27,49553
2046,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,27,49553
2047,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,27,49553
2048,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.08,27,49553
2049,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,10.08,27,49553
2050,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.33,27,49553
2051,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,27,49553
2052,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,27,49553
2053,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,27,49553
2054,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.75,27,49553
2055,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,27,49553
2056,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,27,49553
2057,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,14.92,27,49553
2058,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,27,49553
2059,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,27,49553
2060,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16,27,49553
2061,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,27,49553
2062,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,27,49553
2063,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,17.17,27,49553
2064,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,27,49553
2065,Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,Business,19.83,27,49553
2066,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,27,49553
2067,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,27,49553
2068,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,25,27,49553
2069,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27,27,49553
2070,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,11.83,27,51057
2071,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,27,56273
2072,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,27,56273
2073,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,27,56273
2074,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,8.33,27,57393
2075,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.17,27,57393
2076,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,22,27,57393
2077,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,6.92,27,61873
2078,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,27,61873
2079,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.75,27,61873
2080,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Business,10.83,27,61873
2081,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,13.08,27,61873
2082,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,27,61873
2083,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.92,27,61873
2084,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,17.92,27,61873
2085,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,27,61873
2086,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,5.67,27,61985
2087,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.83,27,63979
2088,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.33,27,64113
2089,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,27,64113
2090,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.08,27,64113
2091,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.25,27,69713
2092,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,27,69713
2093,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,27,72065
2094,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,27,72065
2095,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.33,27,72065
2096,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.67,27,74305
2097,Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,27,74305
2098,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.5,27,80566
2099,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10,27,80566
2100,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.08,27,80566
2101,Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Business,16.58,27,84497
2102,Air_India,AI-569,Chennai,Early_Morning,zero,Morning,Mumbai,Business,1.75,28,23424
2103,Air_India,AI-672,Chennai,Afternoon,zero,Evening,Mumbai,Business,2.17,28,23424
2104,Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,28,23838
2105,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Business,2,28,23838
2106,Vistara,UK-826,Chennai,Afternoon,zero,Afternoon,Mumbai,Business,2,28,23838
2107,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,28,23838
2108,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,28,31622
2109,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,5.75,28,49553
2110,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,28,49553
2111,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,28,49553
2112,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,28,49553
2113,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,28,49553
2114,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,28,49553
2115,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.08,28,49553
2116,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,10.08,28,49553
2117,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.33,28,49553
2118,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,28,49553
2119,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,28,49553
2120,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,28,49553
2121,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.75,28,49553
2122,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,28,49553
2123,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,28,49553
2124,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,14.92,28,49553
2125,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,28,49553
2126,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,28,49553
2127,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16,28,49553
2128,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,28,49553
2129,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,28,49553
2130,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,17.17,28,49553
2131,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,28,49553
2132,Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,Business,19.83,28,49553
2133,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,28,49553
2134,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,28,49553
2135,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,25,28,49553
2136,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27,28,49553
2137,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,8.75,28,51057
2138,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,28,56273
2139,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,28,56273
2140,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,28,56273
2141,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,8.33,28,57393
2142,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.17,28,57393
2143,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,22,28,57393
2144,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,6.92,28,61873
2145,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,28,61873
2146,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.75,28,61873
2147,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Business,10.83,28,61873
2148,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,13.08,28,61873
2149,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,28,61873
2150,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.92,28,61873
2151,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,17.92,28,61873
2152,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,28,61873
2153,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,5.67,28,61985
2154,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.83,28,63979
2155,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.33,28,64113
2156,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,28,64113
2157,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,28,64113
2158,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,28,64113
2159,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.08,28,64113
2160,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.33,28,64113
2161,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.25,28,69713
2162,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,28,69713
2163,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.67,28,74305
2164,Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,28,74305
2165,Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Business,16.58,28,76545
2166,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.5,28,80566
2167,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10,28,80566
2168,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.08,28,80566
2169,Air_India,AI-672,Chennai,Afternoon,zero,Evening,Mumbai,Business,2.17,29,23424
2170,Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,29,23838
2171,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Business,2,29,23838
2172,Vistara,UK-826,Chennai,Afternoon,zero,Afternoon,Mumbai,Business,2,29,23838
2173,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,29,23838
2174,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,29,31622
2175,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,5.67,29,49553
2176,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,5.75,29,49553
2177,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,29,49553
2178,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,29,49553
2179,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,29,49553
2180,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,29,49553
2181,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,29,49553
2182,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,8.08,29,49553
2183,Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Business,10.08,29,49553
2184,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.67,29,49553
2185,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,29,49553
2186,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,12.25,29,49553
2187,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.75,29,49553
2188,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,29,49553
2189,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,29,49553
2190,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,14.92,29,49553
2191,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,29,49553
2192,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16,29,49553
2193,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,29,49553
2194,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,29,49553
2195,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,17.17,29,49553
2196,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,29,49553
2197,Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,Business,19.83,29,49553
2198,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,29,49553
2199,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,29,49553
2200,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,25,29,49553
2201,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27,29,49553
2202,Air_India,AI-766,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.83,29,51057
2203,Air_India,AI-766,Chennai,Early_Morning,one,Night,Mumbai,Business,13.08,29,51057
2204,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,29,56273
2205,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,29,56273
2206,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,29,56273
2207,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,8.33,29,57393
2208,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.17,29,57393
2209,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,22,29,57393
2210,Air_India,AI-430,Chennai,Morning,one,Night,Mumbai,Business,11.33,29,57494
2211,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,29,57494
2212,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.67,29,61873
2213,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,6.92,29,61873
2214,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,8.08,29,61873
2215,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.75,29,61873
2216,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,13.08,29,61873
2217,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,15.5,29,61873
2218,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.92,29,61873
2219,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,17.92,29,61873
2220,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,29,61873
2221,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.83,29,63979
2222,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.33,29,64113
2223,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10.5,29,64113
2224,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,12.67,29,64113
2225,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,13.17,29,64113
2226,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.08,29,64113
2227,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,14.33,29,64113
2228,Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Business,16.58,29,64113
2229,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.25,29,69713
2230,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,29,69713
2231,Vistara,UK-838,Chennai,Night,one,Early_Morning,Mumbai,Business,10.83,29,69825
2232,Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,29,69825
2233,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.5,29,80566
2234,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,10,29,80566
2235,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.08,29,80566
2236,Air_India,AI-569,Chennai,Early_Morning,zero,Morning,Mumbai,Business,1.75,30,23424
2237,Air_India,AI-672,Chennai,Evening,zero,Evening,Mumbai,Business,2.17,30,23424
2238,Vistara,UK-822,Chennai,Morning,zero,Morning,Mumbai,Business,1.92,30,23838
2239,Vistara,UK-828,Chennai,Early_Morning,zero,Morning,Mumbai,Business,2,30,23838
2240,Vistara,UK-826,Chennai,Afternoon,zero,Afternoon,Mumbai,Business,2,30,23838
2241,Vistara,UK-824,Chennai,Night,zero,Night,Mumbai,Business,2.08,30,23838
2242,Air_India,AI-429,Chennai,Afternoon,one,Afternoon,Mumbai,Business,26.58,30,31622
2243,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,5.67,30,49553
2244,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,5.75,30,49553
2245,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,9.58,30,49553
2246,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,30,49553
2247,Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,15.92,30,49553
2248,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,6.67,30,49553
2249,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,11.83,30,49553
2250,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,12.75,30,49553
2251,Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.83,30,49553
2252,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,13.83,30,49553
2253,Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Business,14.92,30,49553
2254,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.08,30,49553
2255,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,30,49553
2256,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,16,30,49553
2257,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,16.08,30,49553
2258,Air_India,AI-538,Chennai,Night,one,Afternoon,Mumbai,Business,16.5,30,49553
2259,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,17.17,30,49553
2260,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,30,49553
2261,Air_India,AI-539,Chennai,Evening,one,Afternoon,Mumbai,Business,19.83,30,49553
2262,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,21.67,30,49553
2263,Air_India,AI-538,Chennai,Night,one,Evening,Mumbai,Business,23.67,30,49553
2264,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,25,30,49553
2265,Air_India,AI-539,Chennai,Evening,one,Evening,Mumbai,Business,27,30,49553
2266,Air_India,AI-766,Chennai,Morning,one,Night,Mumbai,Business,8.75,30,51057
2267,Vistara,UK-832,Chennai,Early_Morning,one,Afternoon,Mumbai,Business,7.08,30,56273
2268,Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.5,30,56273
2269,Vistara,UK-838,Chennai,Night,one,Afternoon,Mumbai,Business,16.92,30,56273
2270,Vistara,UK-836,Chennai,Morning,one,Evening,Mumbai,Business,8.33,30,57393
2271,Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.17,30,57393
2272,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,22,30,57393
2273,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.42,30,57505
2274,Vistara,UK-834,Chennai,Evening,one,Night,Mumbai,Business,6.67,30,61873
